California,5048.375001939485,100.05941800121263
Texas,3050.7499949643097,349.0336581940128
Florida,30072.359165528203,0.24895211815431348
New York,21066.590927866433,9.509037494422385
Pennsylvania,8549.256951200274,0.3343578610241835
Illinois,1134.586189140061,-33.05766297196961
Ohio,549.863635171147,-52.117655125318535
Georgia,950.1363636363636,-76.31988621596534
North Carolina,420.4545453719872,-64.91055413385197
Michigan,436.4285669846496,-183.84964669943975
New Jersey,28562.416771471795,0.3698976128930132
Virginia,311.5454540986027,-70.9181875491027
Washington,1413.3125,-3645.5193421124904
Arizona,242.67857034649745,-133.32196885083218
Massachusetts,1558.1818176492716,7.9293442274335355
Tennessee,629.772727403064,-40.40024767856671
Indiana,458.1818238652876,-66.5183220464715
Missouri,292.5909104310216,-111.18082148754267
Maryland,396.0454572121221,-68.93395025906477
Wisconsin,426.2272719713228,-62.58664960314809
Colorado,6719.762429664118,0.23875218416446803
Minnesota,202.5909095617453,-118.41398583753285
South Carolina,284.6363624993785,-96.63947283710252
Alabama,311.26315670078986,-69.17657739534882
Louisiana,8740.156421629621,0.27509209143649693
Kentucky,154.0000001797714,-161.206747373799
Oregon,205.8181818497622,-106.8696252065844
Oklahoma,138.90908978326544,-192.49283952700776
Connecticut,660.6363586769241,-46.43671389998904
Utah,246.86363778706811,-112.20778383772542
Puerto Rico,54.99999992980753,-218.08491094090445
Iowa,125.22727379622525,-181.34792886549133
Nevada,285.3181831491298,-91.13992748370275
Arkansas,180.99999999999997,-139.10779408937447
Mississippi,288.9500007961423,-96.89502349260376
Kansas,107.68181812171608,-221.3049810619389
New Mexico,86.85714264053735,-232.3327235233928
Nebraska,52.04545458958023,-153.85298697358775
West Virginia,50.40000004070717,-203.00468902753715
Idaho,110.68421055794923,-207.96393532701978
Hawaii,58.90909102031931,-229.38740805126773
New Hampshire,91.09090905198867,-243.042990114589
Maine,110.84210479335374,-158.81894817591632
Montana,53.52380943861028,-201.47322518556018
Rhode Island,115.90909151509763,-191.26232471921642
Delaware,87.80952409478384,-243.958186857812
South Dakota,33.523809610690684,-108.69017628318505
North Dakota,38.0,-152.52302525480025
Alaska,39.277777701095296,-151.79112332024712
District of Columbia,132.63636363636363,-184.35908840525332
Vermont,82.95454568877868,-264.0607447247886
Wyoming,35.74999994375204,-129.76448729556986
