California,1597.4383124807346,0.10505371827091498
Texas,1111.8112922655255,0.12025246687492404
Florida,1852.676708224154,0.10968831548352913
New York,12147.319784522584,0.10023367707060896
Pennsylvania,1596.6831048064453,0.1345252025013528
Illinois,1596.493365060023,0.11534035151786742
Ohio,1078.3842004816818,0.10212975224542171
Georgia,1139.1841886516438,0.116489544535701
North Carolina,854.2188599381828,0.09865790876416332
Michigan,2550.6808685327483,0.11186594826332487
New Jersey,4553.763746345108,0.11542267665508923
Virginia,808.9396826510697,0.12416840423267615
Washington,1130.5923509535994,0.0803740508089328
Arizona,865.7860508178369,0.09114669474887421
Massachusetts,1888.9819875510045,0.12130734276020946
Tennessee,1102.8790987608222,0.08520048947060327
Indiana,1294.4714153832804,0.11375543023946973
Missouri,796.972177625366,0.10614904971130264
Maryland,861.70027679983,0.1390775890498933
Wisconsin,870.8020489703418,0.08056139549360937
Colorado,1147.4198693147328,0.09181322805945963
Minnesota,541.3253970233213,0.07533399919137432
South Carolina,782.206209593987,0.09788665300316436
Alabama,588.6968270316511,0.10747117763228119
Louisiana,1658.7033181137147,0.11949496195143271
Kentucky,584.9048021899581,0.09684371175737472
Oregon,618.0348393404809,0.06522508678481877
Oklahoma,748.98372954545,0.08824198279206871
Connecticut,1205.2640996826235,0.12814504560864667
Utah,731.4984150604604,0.08236501088440157
Puerto Rico,523.3315589794767,0.08293397805266543
Iowa,575.6766392607917,0.09780141387316933
Nevada,796.9511718649436,0.08656197490525967
Arkansas,554.9694143612387,0.07466206959593999
Mississippi,665.6115227428462,0.09371215902117006
Kansas,586.1702803115476,0.08715906227446166
New Mexico,555.2099871094752,0.0887593249482152
Idaho,675.1001116495408,0.07101914300173037
New Hampshire,588.858258912993,0.05979656118470534
Rhode Island,528.8162542414905,0.143563759609206
Delaware,623.2740908240894,0.12716739002981003
District of Columbia,636.0729799819571,0.10683436547970876
Vermont,513.0892847310987,0.054370153643900514
